Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.42     0.00       20     0.00     0.00  std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_dit<false, unsigned int, unsigned int&, unsigned int*, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>)
  0.00      0.42     0.00       20     0.00     0.00  unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&)
  0.00      0.42     0.00       20     0.00     0.00  std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::copy<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>)
  0.00      0.42     0.00       16     0.00     0.00  std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::begin()
  0.00      0.42     0.00       14     0.00     0.00  void std::_Destroy_aux<true>::__destroy<std::pair<unsigned int, unsigned int>*>(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*)
  0.00      0.42     0.00       14     0.00     0.00  std::_Vector_base<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_M_deallocate(std::pair<unsigned int, unsigned int>*, unsigned long)
  0.00      0.42     0.00       14     0.00     0.00  void std::_Destroy<std::pair<unsigned int, unsigned int>*>(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*)
  0.00      0.42     0.00       14     0.00     0.00  void std::_Destroy<std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int> >(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::allocator<std::pair<unsigned int, unsigned int> >&)
  0.00      0.42     0.00       12     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::pair<unsigned int, unsigned int> >, std::pair<unsigned int, unsigned int> >::deallocate(std::allocator<std::pair<unsigned int, unsigned int> >&, std::pair<unsigned int, unsigned int>*, unsigned long)
  0.00      0.42     0.00       12     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::pair<unsigned int, unsigned int> >, std::pair<unsigned int, unsigned int> >::allocate(std::allocator<std::pair<unsigned int, unsigned int> >&, unsigned long)
  0.00      0.42     0.00       12     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >::difference_type __gnu_cxx::operator-<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >(__gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > > const&)
  0.00      0.42     0.00       12     0.00     0.00  std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_M_check_len(unsigned long, char const*) const
  0.00      0.42     0.00       12     0.00     0.00  std::_Vector_base<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_M_allocate(unsigned long)
  0.00      0.42     0.00       12     0.00     0.00  std::__new_allocator<std::pair<unsigned int, unsigned int> >::deallocate(std::pair<unsigned int, unsigned int>*, unsigned long)
  0.00      0.42     0.00       12     0.00     0.00  std::__new_allocator<std::pair<unsigned int, unsigned int> >::allocate(unsigned long, void const*)
  0.00      0.42     0.00       12     0.00     0.00  std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_M_realloc_insert(__gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >, std::pair<unsigned int, unsigned int> const&)
  0.00      0.42     0.00       10     0.00     0.00  std::allocator<unsigned int>::allocator()
  0.00      0.42     0.00       10     0.00     0.00  std::allocator<unsigned int>::~allocator()
  0.00      0.42     0.00       10     0.00     0.00  std::__new_allocator<unsigned int>::__new_allocator()
  0.00      0.42     0.00       10     0.00     0.00  std::__new_allocator<unsigned int>::~__new_allocator()
  0.00      0.42     0.00        9     0.00     0.00  std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::operator--()
  0.00      0.42     0.00        8     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl()
  0.00      0.42     0.00        8     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::~_Vector_impl()
  0.00      0.42     0.00        8     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl_data::_Vector_impl_data()
  0.00      0.42     0.00        8     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_base()
  0.00      0.42     0.00        8     0.00     0.00  std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base()
  0.00      0.42     0.00        8     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::vector()
  0.00      0.42     0.00        8     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::~vector()
  0.00      0.42     0.00        6     0.00     0.00  unsigned int* std::__niter_base<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >)
  0.00      0.42     0.00        5     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const
  0.00      0.42     0.00        4     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_get_map_allocator() const
  0.00      0.42     0.00        4     0.00     0.00  std::allocator<unsigned int*>::allocator<unsigned int>(std::allocator<unsigned int> const&)
  0.00      0.42     0.00        4     0.00     0.00  std::allocator<unsigned int*>::~allocator()
  0.00      0.42     0.00        4     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator()
  0.00      0.42     0.00        4     0.00     0.00  std::__new_allocator<unsigned int*>::__new_allocator()
  0.00      0.42     0.00        4     0.00     0.00  std::__new_allocator<unsigned int*>::~__new_allocator()
  0.00      0.42     0.00        4     0.00     0.00  __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > std::__miter_base<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >)
  0.00      0.42     0.00        3     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_allocate_node()
  0.00      0.42     0.00        3     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_destroy_nodes(unsigned int**, unsigned int**)
  0.00      0.42     0.00        3     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate_node(unsigned int*)
  0.00      0.42     0.00        3     0.00     0.00  std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::operator-=(long)
  0.00      0.42     0.00        3     0.00     0.00  std::deque<unsigned int, std::allocator<unsigned int> >::_M_destroy_data(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::allocator<unsigned int> const&)
  0.00      0.42     0.00        3     0.00     0.00  std::deque<unsigned int, std::allocator<unsigned int> >::back()
  0.00      0.42     0.00        3     0.00     0.00  std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::copy_backward<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>)
  0.00      0.42     0.00        3     0.00     0.00  std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_backward_a<false, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>)
  0.00      0.42     0.00        3     0.00     0.00  __gnu_cxx::__enable_if<__is_random_access_iter<unsigned int*>::__value, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >::__type std::__copy_move_backward_a1<false, unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>)
  0.00      0.42     0.00        3     0.00     0.00  std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_backward_a1<false, unsigned int, unsigned int&, unsigned int*, unsigned int>(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>)
  0.00      0.42     0.00        3     0.00     0.00  std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_backward_dit<false, unsigned int, unsigned int&, unsigned int*, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>)
  0.00      0.42     0.00        2     0.00     0.00  generateJacobsthalNumbers(unsigned long)
  0.00      0.42     0.00        2     0.00     0.00  quickSort(std::vector<unsigned int, std::allocator<unsigned int> >&, int, int)
  0.00      0.42     0.00        2     0.00     0.00  PmergeMe::printOrder(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      0.42     0.00        2     0.00     0.00  PmergeMe::printTime(long&, long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int)
  0.00      0.42     0.00        2     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<unsigned int*>, unsigned int*>::deallocate(std::allocator<unsigned int*>&, unsigned int**, unsigned long)
  0.00      0.42     0.00        2     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<unsigned int*>, unsigned int*>::allocate(std::allocator<unsigned int*>&, unsigned long)
  0.00      0.42     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >::__normal_iterator(unsigned int const* const&)
  0.00      0.42     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >::__normal_iterator()
  0.00      0.42     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >::base() const
  0.00      0.42     0.00        2     0.00     0.00  std::__new_allocator<unsigned int*>::_M_max_size() const
  0.00      0.42     0.00        2     0.00     0.00  std::allocator<std::pair<unsigned int, unsigned int> >::allocator()
  0.00      0.42     0.00        2     0.00     0.00  std::allocator<std::pair<unsigned int, unsigned int> >::~allocator()
  0.00      0.42     0.00        2     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_impl::_Deque_impl()
  0.00      0.42     0.00        2     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_impl::~_Deque_impl()
  0.00      0.42     0.00        2     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_allocate_map(unsigned long)
  0.00      0.42     0.00        2     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_create_nodes(unsigned int**, unsigned int**)
  0.00      0.42     0.00        2     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_impl_data::_Deque_impl_data()
  0.00      0.42     0.00        2     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate_map(unsigned int**, unsigned long)
  0.00      0.42     0.00        2     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_initialize_map(unsigned long)
  0.00      0.42     0.00        2     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_base()
  0.00      0.42     0.00        2     0.00     0.00  std::_Deque_base<unsigned int, std::allocator<unsigned int> >::~_Deque_base()
  0.00      0.42     0.00        2     0.00     0.00  std::_Vector_base<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_Vector_impl::_Vector_impl()
  0.00      0.42     0.00        2     0.00     0.00  std::_Vector_base<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_Vector_impl::~_Vector_impl()
  0.00      0.42     0.00        2     0.00     0.00  std::_Vector_base<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_Vector_impl_data::_Vector_impl_data()
  0.00      0.42     0.00        2     0.00     0.00  std::_Vector_base<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_Vector_base()
  0.00      0.42     0.00        2     0.00     0.00  std::_Vector_base<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::~_Vector_base()
